program_studi,bidang_ilmu_id
Teknologi Listrik,10
TEKNOLOGI MANUFAKTUR,10
Teknologi Mekanika Perkeretaapian,10
Teknologi Mekanisasi Pertanian,10
Teknologi Mesin,10
Teknologi Mesin (Kampus Kab. Sanggau),10
Teknologi Metalurgi,10
Teknologi Multimedia Broadcasting (Kampus Kab Lamongan),10
Teknologi Multimedia Broadcasting (Kampus Kab. Sumenep),10
Teknologi Nano,10
Teknologi Nautika,10
Teknologi Navigasi Udara,10
Teknologi Otomotif,10
Teknologi Pembangkit Tenaga Listrik,10
Teknologi Pembuatan Perkakas Presisi,10
Teknologi Pemeliharaan Pesawat,10
Teknologi Pemeliharaan Pesawat Udara,10
Teknologi Pengecoran Logam,10
Teknologi Pengelasan Dan Fabrikasi,10
Teknologi Pengelasan Logam,10
Teknologi Pengolahan Karet dan Plastik,10
Teknologi Pengolahan Minyak Dan Gas,10
Teknologi Perancangan dan Konstruksi Kapal,10
Teknologi Perancangan Mekanik,10
Teknologi Perancangan Perkakas Presisi,10
Teknologi Persenjataan,10
Teknologi Pertambangan,10
Teknologi Pulp dan Kertas,10
Teknologi Rekayasa  Manufaktur,10
Teknologi Rekayasa Arsitektur Perkapalan,10
Teknologi Rekayasa Bandar Udara,10
Teknologi Rekayasa Bioproses Energi Terbarukan ,10
Teknologi Rekayasa Dan Pemeliharaan Bangunan Sipil,10
Teknologi Rekayasa Elektro,10
Teknologi Rekayasa Elektro-medis,10
Teknologi Rekayasa Elektromedis,10
Teknologi Rekayasa Elektronika,10
Teknologi Rekayasa Geomatika Dan Survei,10
Teknologi Rekayasa Informasi Pemerintahan,10
Teknologi Rekayasa Instalasi Listrik,10
Teknologi Rekayasa Instrumentasi,10
Teknologi Rekayasa Instrumentasi dan Kontrol,10
Teknologi Rekayasa Internet,10
Teknologi Rekayasa Jaringan Telekomunikasi,10
Teknologi Rekayasa Kelistrikan Kapal,10
Teknologi Rekayasa Kimia Berkelanjutan,10
Teknologi Rekayasa Kimia Industri,10
Teknologi Rekayasa Komputer,10
Teknologi Rekayasa Komputer Jaringan,10
Teknologi Rekayasa Konstruksi Bangunan Air,10
Teknologi Rekayasa Konstruksi Bangunan Gedung,10
Teknologi Rekayasa Konstruksi Jalan dan Jembatan,10
Teknologi Rekayasa Konstruksi Perkapalan,10
Teknologi Rekayasa Konversi Energi,10
Teknologi Rekayasa Logistik,10
Teknologi Rekayasa Manufaktur,10
Teknologi Rekayasa Mekatronika,10
Teknologi Rekayasa Mesin,10
Teknologi Rekayasa Multimedia,10
Teknologi Rekayasa Multimedia Grafis,10
Teknologi Rekayasa Operasi Kapal,10
Teknologi Rekayasa Otomasi,10
Teknologi Rekayasa Otomotif,10
Teknologi Rekayasa Pelaksanaan Bangunan Sipil,10
Teknologi Rekayasa Pembangkit Energi,10
Teknologi Rekayasa Pemeliharaan Alat Berat,10
Teknologi Rekayasa Pengelolaan Dan Pemeliharaan Bangunan Sipil,10
Teknologi Rekayasa Penginderaan Jauh,10
Teknologi Rekayasa Perancangan Manufaktur,10
Teknologi Rekayasa Perangkat Lunak,10
Teknologi Rekayasa Permesinan Kapal,10
Teknologi Rekayasa Sistem Elektronika ,10
Teknologi Rekayasa Sistem Kelistrikan Minyak dan Gas,10
Teknologi Rekayasa Sistem Mekanikal Minyak dan Gas,10
Teknologi Rekayasa Utilitas,10
Teknologi Sipil,10
Teknologi Sipil (Kampus Kab Lumajang),10
Teknologi Survei dan Pemetaan Dasar,10
Teknologi Telekomunikasi,10
Teknologi Veteriner,10
Telekomunikasi,10
Transportasi,10
Transportasi Darat,10
Transportasi Laut,10
